linegroup,time,measurement
240808_acetate_glutarate_l-glutamate_240808_E10,0.15277777777777776,0.006666666666666682
240808_acetate_glutarate_l-glutamate_240808_E10,0.3194444444444445,0.006333333333333344
240808_acetate_glutarate_l-glutamate_240808_E10,0.4861111111111111,0.006333333333333344
240808_acetate_glutarate_l-glutamate_240808_E10,0.6527777777777778,0.006333333333333344
240808_acetate_glutarate_l-glutamate_240808_E10,0.8194444444444444,0.006333333333333344
240808_acetate_glutarate_l-glutamate_240808_E10,0.986111111111111,0.006333333333333344
240808_acetate_glutarate_l-glutamate_240808_E10,1.152777777777778,0.006333333333333344
240808_acetate_glutarate_l-glutamate_240808_E10,1.3194444444444444,0.006333333333333344
240808_acetate_glutarate_l-glutamate_240808_E10,1.4861111111111112,0.0073333333333333445
240808_acetate_glutarate_l-glutamate_240808_E10,1.652777777777778,0.0073333333333333445
240808_acetate_glutarate_l-glutamate_240808_E10,1.8194444444444444,0.009333333333333332
240808_acetate_glutarate_l-glutamate_240808_E10,1.9861111111111112,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,2.1527777777777777,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,2.319444444444444,0.011333333333333334
240808_acetate_glutarate_l-glutamate_240808_E10,2.486111111111111,0.011333333333333334
240808_acetate_glutarate_l-glutamate_240808_E10,2.6527777777777777,0.011333333333333334
240808_acetate_glutarate_l-glutamate_240808_E10,2.819444444444444,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,2.986111111111111,0.011333333333333334
240808_acetate_glutarate_l-glutamate_240808_E10,3.1527777777777777,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,3.319444444444444,0.009999999999999995
240808_acetate_glutarate_l-glutamate_240808_E10,3.486111111111111,0.009333333333333332
240808_acetate_glutarate_l-glutamate_240808_E10,3.6527777777777777,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,3.819444444444444,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,3.986111111111111,0.009333333333333332
240808_acetate_glutarate_l-glutamate_240808_E10,4.152777777777778,0.009333333333333332
240808_acetate_glutarate_l-glutamate_240808_E10,4.319444444444445,0.009333333333333332
240808_acetate_glutarate_l-glutamate_240808_E10,4.486111111111112,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,4.652777777777778,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,4.819444444444445,0.009999999999999995
240808_acetate_glutarate_l-glutamate_240808_E10,4.986111111111112,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,5.152777777777778,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,5.319444444444445,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,5.486111111111112,0.011333333333333334
240808_acetate_glutarate_l-glutamate_240808_E10,5.652777777777778,0.010333333333333333
240808_acetate_glutarate_l-glutamate_240808_E10,5.819444444444445,0.011333333333333334
240808_acetate_glutarate_l-glutamate_240808_E10,5.986111111111112,0.010999999999999996
240808_acetate_glutarate_l-glutamate_240808_E10,6.152777777777778,0.011333333333333334
240808_acetate_glutarate_l-glutamate_240808_E10,6.319444444444445,0.011333333333333334
240808_acetate_glutarate_l-glutamate_240808_E10,6.486111111111112,0.011999999999999997
240808_acetate_glutarate_l-glutamate_240808_E10,6.652777777777778,0.011999999999999997
240808_acetate_glutarate_l-glutamate_240808_E10,6.819444444444445,0.011999999999999997
240808_acetate_glutarate_l-glutamate_240808_E10,6.986111111111112,0.011999999999999997
240808_acetate_glutarate_l-glutamate_240808_E10,7.152777777777778,0.012333333333333335
240808_acetate_glutarate_l-glutamate_240808_E10,7.319444444444445,0.011999999999999997
240808_acetate_glutarate_l-glutamate_240808_E10,7.486111111111112,0.011999999999999997
240808_acetate_glutarate_l-glutamate_240808_E10,7.652777777777778,0.012999999999999998
240808_acetate_glutarate_l-glutamate_240808_E10,7.819444444444445,0.011999999999999997
240808_acetate_glutarate_l-glutamate_240808_E10,7.986111111111112,0.012666666666666673
240808_acetate_glutarate_l-glutamate_240808_E10,8.152777777777779,0.012333333333333335
240808_acetate_glutarate_l-glutamate_240808_E10,8.319444444444445,0.012333333333333335
240808_acetate_glutarate_l-glutamate_240808_E10,8.48611111111111,0.012333333333333335
240808_acetate_glutarate_l-glutamate_240808_E10,8.652777777777777,0.012333333333333335
240808_acetate_glutarate_l-glutamate_240808_E10,8.819444444444445,0.012333333333333335
240808_acetate_glutarate_l-glutamate_240808_E10,8.98611111111111,0.012666666666666673
240808_acetate_glutarate_l-glutamate_240808_E10,9.152777777777777,0.012333333333333335
240808_acetate_glutarate_l-glutamate_240808_E10,9.319444444444445,0.013333333333333336
240808_acetate_glutarate_l-glutamate_240808_E10,9.48611111111111,0.013333333333333336
240808_acetate_glutarate_l-glutamate_240808_E10,9.652777777777777,0.013333333333333336
240808_acetate_glutarate_l-glutamate_240808_E10,9.819444444444445,0.013333333333333336
240808_acetate_glutarate_l-glutamate_240808_E10,9.98611111111111,0.014333333333333337
240808_acetate_glutarate_l-glutamate_240808_E10,10.152777777777777,0.014333333333333337
240808_acetate_glutarate_l-glutamate_240808_E10,10.319444444444445,0.015333333333333338
240808_acetate_glutarate_l-glutamate_240808_E10,10.48611111111111,0.014333333333333337
240808_acetate_glutarate_l-glutamate_240808_E10,10.652777777777777,0.015333333333333338
240808_acetate_glutarate_l-glutamate_240808_E10,10.819444444444445,0.015333333333333338
240808_acetate_glutarate_l-glutamate_240808_E10,10.98611111111111,0.015333333333333338
240808_acetate_glutarate_l-glutamate_240808_E10,11.152777777777777,0.015333333333333338
240808_acetate_glutarate_l-glutamate_240808_E10,11.319444444444445,0.016
