exp_ID,Experimenter,Experiment description,Date,Device,Temperature,Shaking,CO2
240921_carbon_source_gradients_240921_ct_oa_acetate,Eric Ulrich,Acetate gradient for Ct and Oa.,21.09.24,Biotek Synergy H1 2416,28,Y,N
