time,240623_growth_phenotyping_ct_A1,240623_growth_phenotyping_ct_A2,240623_growth_phenotyping_ct_A3,240623_growth_phenotyping_oa_A1,240623_growth_phenotyping_oa_A2,240623_growth_phenotyping_oa_A3,240808_acetate_glutarate_l-glutamate_240808_A1,240808_acetate_glutarate_l-glutamate_240808_A2,240808_acetate_glutarate_l-glutamate_240808_A3,240808_acetate_glutarate_l-glutamate_240808_B1,240808_acetate_glutarate_l-glutamate_240808_B2,240808_acetate_glutarate_l-glutamate_240808_B3,240808_acetate_glutarate_l-glutamate_240808_C1,240808_acetate_glutarate_l-glutamate_240808_C2,240808_acetate_glutarate_l-glutamate_240808_C3,240808_acetate_glutarate_l-glutamate_240808_E1,240808_acetate_glutarate_l-glutamate_240808_E2,240808_acetate_glutarate_l-glutamate_240808_E3,240808_acetate_glutarate_l-glutamate_240808_F1,240808_acetate_glutarate_l-glutamate_240808_F2,240808_acetate_glutarate_l-glutamate_240808_F3,240808_acetate_glutarate_l-glutamate_240808_G1,240808_acetate_glutarate_l-glutamate_240808_G2,240808_acetate_glutarate_l-glutamate_240808_G3
0.1527777777777777,,,,,,,0.0073333333333333,0.0073333333333333,0.0063333333333333,0.0053333333333333,0.0073333333333333,0.0103333333333333,0.0073333333333333,0.0073333333333333,0.0073333333333333,0.0066666666666666,0.0066666666666666,0.0066666666666666,0.0056666666666666,0.0056666666666666,0.0126666666666666,0.0036666666666666,0.0176666666666666,0.0046666666666666
0.3194444444444445,,,,,,,0.0069999999999999,0.0069999999999999,0.006,0.0069999999999999,0.0089999999999999,0.0099999999999999,0.0069999999999999,0.0079999999999999,0.0069999999999999,0.0073333333333333,0.0063333333333333,0.0073333333333333,0.0053333333333333,0.0063333333333333,0.0133333333333333,0.0043333333333333,0.0173333333333333,0.0043333333333333
0.4861111111111111,-0.005,-0.001,-0.006,0.0069999999999999,0.0059999999999999,0.0009999999999999,0.0079999999999999,0.0079999999999999,0.0069999999999999,0.0069999999999999,0.0099999999999999,0.0109999999999999,0.0069999999999999,0.0099999999999999,0.0089999999999999,0.0066666666666666,0.0066666666666666,0.0076666666666666,0.0056666666666666,0.0066666666666666,0.0126666666666666,0.0046666666666666,0.0206666666666666,0.0056666666666666
0.6527777777777778,,,,,,,0.0089999999999999,0.0089999999999999,0.0079999999999999,0.0079999999999999,0.0119999999999999,0.0119999999999999,0.0069999999999999,0.0119999999999999,0.0109999999999999,0.0076666666666666,0.0056666666666666,0.0066666666666666,0.0066666666666666,0.0066666666666666,0.0146666666666666,0.0056666666666666,0.0196666666666666,0.0056666666666666
0.8194444444444444,,,,,,,0.0089999999999999,0.0129999999999999,0.0119999999999999,0.0079999999999999,0.0129999999999999,0.0139999999999999,0.0079999999999999,0.0129999999999999,0.0119999999999999,0.0063333333333333,0.0053333333333333,0.0063333333333333,0.0063333333333333,0.0063333333333333,0.0143333333333333,0.0053333333333333,0.0183333333333333,0.0053333333333333
0.986111111111111,-0.0046666666666666,-0.0006666666666666,-0.0056666666666666,0.0079999999999999,0.0059999999999999,0.0009999999999999,0.0089999999999999,0.0119999999999999,0.0129999999999999,0.0079999999999999,0.0139999999999999,0.015,0.0079999999999999,0.0139999999999999,0.0129999999999999,0.0076666666666666,0.0056666666666666,0.0076666666666666,0.0066666666666666,0.0066666666666666,0.0146666666666666,0.0066666666666666,0.0186666666666666,0.0056666666666666
1.152777777777778,,,,,,,0.0096666666666666,0.0116666666666666,0.0136666666666666,0.0086666666666666,0.0156666666666666,0.0156666666666666,0.0086666666666666,0.0156666666666666,0.0136666666666666,0.0076666666666666,0.0066666666666666,0.0106666666666666,0.0066666666666666,0.0066666666666666,0.0146666666666666,0.0056666666666666,0.0186666666666666,0.0056666666666666
1.3194444444444444,,,,,,,0.0106666666666666,0.0126666666666666,0.0116666666666666,0.0096666666666666,0.0156666666666666,0.0166666666666666,0.0086666666666666,0.0166666666666666,0.0146666666666666,0.0086666666666666,0.0066666666666666,0.0136666666666666,0.0076666666666666,0.0066666666666666,0.0146666666666666,0.0066666666666666,0.0186666666666666,0.0056666666666666
1.4861111111111112,-0.0043333333333333,0.0006666666666666,-0.0053333333333333,0.0083333333333333,0.0073333333333333,0.0013333333333333,0.0113333333333333,0.0133333333333333,0.0123333333333333,0.0103333333333333,0.0173333333333333,0.0183333333333333,0.0103333333333333,0.0183333333333333,0.0163333333333333,0.0083333333333333,0.0073333333333333,0.0123333333333333,0.0073333333333333,0.0073333333333333,0.0133333333333333,0.0063333333333333,0.0193333333333333,0.0063333333333333
1.652777777777778,,,,,,,0.0119999999999999,0.0139999999999999,0.0129999999999999,0.0109999999999999,0.017,0.019,0.0099999999999999,0.019,0.016,0.0089999999999999,0.007,0.0089999999999999,0.007,0.007,0.0129999999999999,0.007,0.019,0.006
